"group_id"	"tissue_fov"	"IT.Treatment.before.collection"	"lasso_final"	"Source"
"RCC5-14_None_Mast cell_Stroma"	"RCC5-14"	"None"	"Mast cell"	"Stroma"
"RCC5-14_None_Myeloid DC_Stroma"	"RCC5-14"	"None"	"Myeloid DC"	"Stroma"
"RCC5-14_None_Myofibroblast_Stroma"	"RCC5-14"	"None"	"Myofibroblast"	"Stroma"
"RCC5-14_None_Naive CD4 T cell_Stroma"	"RCC5-14"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-14_None_Naive T cell_Stroma"	"RCC5-14"	"None"	"Naive T cell"	"Stroma"
"RCC5-14_None_Neutrophil_Stroma"	"RCC5-14"	"None"	"Neutrophil"	"Stroma"
"RCC5-14_None_Non-classical monocyte_Stroma"	"RCC5-14"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-14_None_Pelvic epithelium_Stroma"	"RCC5-14"	"None"	"Pelvic epithelium"	"Stroma"
"RCC5-14_None_Podocyte_Stroma"	"RCC5-14"	"None"	"Podocyte"	"Stroma"
"RCC5-14_None_Principal cell_Stroma"	"RCC5-14"	"None"	"Principal cell"	"Stroma"
"RCC5-14_None_Proximal tubule_Stroma"	"RCC5-14"	"None"	"Proximal tubule"	"Stroma"
"RCC5-14_None_Regulatory T cell_Stroma"	"RCC5-14"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-14_None_Tumor_Stroma"	"RCC5-14"	"None"	"Tumor"	"Stroma"
"RCC5-14_None_Vasa recta endothelium_Stroma"	"RCC5-14"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-15_None_Capillary endothelium_Tumor"	"RCC5-15"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-15_None_CD8 T cell_Tumor"	"RCC5-15"	"None"	"CD8 T cell"	"Tumor"
"RCC5-15_None_Collecting duct cell_Tumor"	"RCC5-15"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-15_None_Epithelial progenitor cell_Tumor"	"RCC5-15"	"None"	"Epithelial progenitor cell"	"Tumor"
"RCC5-15_None_gdT cell_Tumor"	"RCC5-15"	"None"	"gdT cell"	"Tumor"
"RCC5-15_None_Intercalated Cell_Tumor"	"RCC5-15"	"None"	"Intercalated Cell"	"Tumor"
"RCC5-15_None_Intermediate monocyte_Tumor"	"RCC5-15"	"None"	"Intermediate monocyte"	"Tumor"
"RCC5-15_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-15"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-15_None_M2 macrophage (CD163)_Tumor"	"RCC5-15"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-15_None_Myeloid DC_Tumor"	"RCC5-15"	"None"	"Myeloid DC"	"Tumor"
"RCC5-15_None_Myofibroblast_Tumor"	"RCC5-15"	"None"	"Myofibroblast"	"Tumor"
"RCC5-15_None_Naive CD4 T cell_Tumor"	"RCC5-15"	"None"	"Naive CD4 T cell"	"Tumor"
"RCC5-15_None_Neutrophil_Tumor"	"RCC5-15"	"None"	"Neutrophil"	"Tumor"
"RCC5-15_None_NK cell_Tumor"	"RCC5-15"	"None"	"NK cell"	"Tumor"
"RCC5-15_None_Non-classical monocyte_Tumor"	"RCC5-15"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-15_None_Podocyte_Tumor"	"RCC5-15"	"None"	"Podocyte"	"Tumor"
"RCC5-15_None_Proximal tubule_Tumor"	"RCC5-15"	"None"	"Proximal tubule"	"Tumor"
"RCC5-15_None_Regulatory T cell_Tumor"	"RCC5-15"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-15_None_Tumor_Tumor"	"RCC5-15"	"None"	"Tumor"	"Tumor"
"RCC5-15_None_Vasa recta endothelium_Tumor"	"RCC5-15"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-16_None_Capillary endothelium_Stroma"	"RCC5-16"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-16_None_CD8 T cell_Stroma"	"RCC5-16"	"None"	"CD8 T cell"	"Stroma"
"RCC5-16_None_Collecting duct cell_Stroma"	"RCC5-16"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-16_None_Epithelial progenitor cell_Stroma"	"RCC5-16"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-16_None_Fibroblast_Stroma"	"RCC5-16"	"None"	"Fibroblast"	"Stroma"
"RCC5-16_None_Intermediate monocyte_Stroma"	"RCC5-16"	"None"	"Intermediate monocyte"	"Stroma"
"RCC5-16_None_M1 Macrophage (STAT1)_Stroma"	"RCC5-16"	"None"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC5-16_None_M2 macrophage (CD163)_Stroma"	"RCC5-16"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-16_None_Myeloid DC_Stroma"	"RCC5-16"	"None"	"Myeloid DC"	"Stroma"
"RCC5-16_None_Myofibroblast_Stroma"	"RCC5-16"	"None"	"Myofibroblast"	"Stroma"
"RCC5-16_None_Naive CD4 T cell_Stroma"	"RCC5-16"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-16_None_Naive T cell_Stroma"	"RCC5-16"	"None"	"Naive T cell"	"Stroma"
"RCC5-16_None_Neutrophil_Stroma"	"RCC5-16"	"None"	"Neutrophil"	"Stroma"
"RCC5-16_None_Non-classical monocyte_Stroma"	"RCC5-16"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-16_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-16"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-16_None_Podocyte_Stroma"	"RCC5-16"	"None"	"Podocyte"	"Stroma"
"RCC5-16_None_Proximal tubule_Stroma"	"RCC5-16"	"None"	"Proximal tubule"	"Stroma"
"RCC5-16_None_Regulatory T cell_Stroma"	"RCC5-16"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-16_None_Tumor_Stroma"	"RCC5-16"	"None"	"Tumor"	"Stroma"
"RCC5-16_None_Vasa recta endothelium_Stroma"	"RCC5-16"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-18_None_B cell_Stroma"	"RCC5-18"	"None"	"B cell"	"Stroma"
"RCC5-18_None_Classical monocyte_Stroma"	"RCC5-18"	"None"	"Classical monocyte"	"Stroma"
"RCC5-18_None_Collecting duct cell_Stroma"	"RCC5-18"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-18_None_Fibroblast_Stroma"	"RCC5-18"	"None"	"Fibroblast"	"Stroma"
"RCC5-18_None_gdT cell_Stroma"	"RCC5-18"	"None"	"gdT cell"	"Stroma"
"RCC5-18_None_Myofibroblast_Stroma"	"RCC5-18"	"None"	"Myofibroblast"	"Stroma"
"RCC5-18_None_Naive B cell_Stroma"	"RCC5-18"	"None"	"Naive B cell"	"Stroma"
"RCC5-18_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-18"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-18_None_Proximal tubule_Stroma"	"RCC5-18"	"None"	"Proximal tubule"	"Stroma"
"RCC5-18_None_Regulatory T cell_Stroma"	"RCC5-18"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-18_None_Tumor_Stroma"	"RCC5-18"	"None"	"Tumor"	"Stroma"
"RCC5-18_None_Vasa recta endothelium_Stroma"	"RCC5-18"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-19_Pembrolizumab and Axitnib_B cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"B cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Capillary endothelium_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Capillary endothelium"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_CD8 T cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Collecting duct cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Fibroblast_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_gdT cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"gdT cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Intermediate monocyte_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Intermediate monocyte"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Myeloid DC_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Myofibroblast_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Naive B cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Naive T cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Neutrophil_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_NK cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"NK cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Non-classical monocyte_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Non-classical monocyte"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Regulatory T cell_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Tumor_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Tumor"	"Tumor"
"RCC5-19_Pembrolizumab and Axitnib_Vasa recta endothelium_Tumor"	"RCC5-19"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Tumor"
"RCC5-2_Pembrolizumab and Axitnib_B cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"B cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_CD8 T cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Classical monocyte_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Classical monocyte"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Collecting duct cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Epithelial progenitor cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Epithelial progenitor cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Fibroblast_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_gdT cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"gdT cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Intermediate monocyte_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Intermediate monocyte"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Mast cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Mast cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Myeloid DC_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Myofibroblast_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Naive B cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Naive CD4 T cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Naive T cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Neutrophil_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Regulatory T cell_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Tumor_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Tumor"	"Stroma"
"RCC5-2_Pembrolizumab and Axitnib_Vasa recta endothelium_Stroma"	"RCC5-2"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_B cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"B cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_CD8 T cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Collecting duct cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Epithelial progenitor cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Epithelial progenitor cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Fibroblast_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_gdT cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"gdT cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Myeloid DC_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Myofibroblast_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Naive B cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Naive CD4 T cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Naive T cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Neutrophil_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_NK cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"NK cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Pelvic epithelium_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Pelvic epithelium"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Proximal tubule_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Proximal tubule"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Regulatory T cell_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Tumor_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Tumor"	"Stroma"
"RCC5-20_Pembrolizumab and Axitnib_Vasa recta endothelium_Stroma"	"RCC5-20"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Stroma"
"RCC5-21_None_B cell_Tumor"	"RCC5-21"	"None"	"B cell"	"Tumor"
"RCC5-21_None_Capillary endothelium_Tumor"	"RCC5-21"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-21_None_CD8 T cell_Tumor"	"RCC5-21"	"None"	"CD8 T cell"	"Tumor"
"RCC5-21_None_Collecting duct cell_Tumor"	"RCC5-21"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-21_None_Epithelial progenitor cell_Tumor"	"RCC5-21"	"None"	"Epithelial progenitor cell"	"Tumor"
"RCC5-21_None_gdT cell_Tumor"	"RCC5-21"	"None"	"gdT cell"	"Tumor"
"RCC5-21_None_Intermediate monocyte_Tumor"	"RCC5-21"	"None"	"Intermediate monocyte"	"Tumor"
"RCC5-21_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-21"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-21_None_M2 macrophage (CD163)_Tumor"	"RCC5-21"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-21_None_Mast cell_Tumor"	"RCC5-21"	"None"	"Mast cell"	"Tumor"
"RCC5-21_None_Myeloid DC_Tumor"	"RCC5-21"	"None"	"Myeloid DC"	"Tumor"
"RCC5-21_None_Myofibroblast_Tumor"	"RCC5-21"	"None"	"Myofibroblast"	"Tumor"
"RCC5-21_None_Naive B cell_Tumor"	"RCC5-21"	"None"	"Naive B cell"	"Tumor"
"RCC5-21_None_Naive T cell_Tumor"	"RCC5-21"	"None"	"Naive T cell"	"Tumor"
"RCC5-21_None_Neutrophil_Tumor"	"RCC5-21"	"None"	"Neutrophil"	"Tumor"
"RCC5-21_None_NK cell_Tumor"	"RCC5-21"	"None"	"NK cell"	"Tumor"
"RCC5-21_None_Non-classical monocyte_Tumor"	"RCC5-21"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-21_None_Plasmacytoid dendritic cell_Tumor"	"RCC5-21"	"None"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC5-21_None_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC5-21"	"None"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC5-21_None_Proximal tubule_Tumor"	"RCC5-21"	"None"	"Proximal tubule"	"Tumor"
"RCC5-21_None_Regulatory T cell_Tumor"	"RCC5-21"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-21_None_Tumor_Tumor"	"RCC5-21"	"None"	"Tumor"	"Tumor"
"RCC5-21_None_Vasa recta endothelium_Tumor"	"RCC5-21"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-22_None_B cell_Stroma"	"RCC5-22"	"None"	"B cell"	"Stroma"
"RCC5-22_None_Capillary endothelium_Stroma"	"RCC5-22"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-22_None_CD8 T cell_Stroma"	"RCC5-22"	"None"	"CD8 T cell"	"Stroma"
"RCC5-22_None_Collecting duct cell_Stroma"	"RCC5-22"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-22_None_Fibroblast_Stroma"	"RCC5-22"	"None"	"Fibroblast"	"Stroma"
"RCC5-22_None_M2 macrophage (CD163)_Stroma"	"RCC5-22"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-22_None_Mast cell_Stroma"	"RCC5-22"	"None"	"Mast cell"	"Stroma"
"RCC5-22_None_Myeloid DC_Stroma"	"RCC5-22"	"None"	"Myeloid DC"	"Stroma"
"RCC5-22_None_Myofibroblast_Stroma"	"RCC5-22"	"None"	"Myofibroblast"	"Stroma"
"RCC5-22_None_Non-classical monocyte_Stroma"	"RCC5-22"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-22_None_Pelvic epithelium_Stroma"	"RCC5-22"	"None"	"Pelvic epithelium"	"Stroma"
"RCC5-22_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-22"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-22_None_Podocyte_Stroma"	"RCC5-22"	"None"	"Podocyte"	"Stroma"
"RCC5-22_None_Proximal tubule_Stroma"	"RCC5-22"	"None"	"Proximal tubule"	"Stroma"
"RCC5-22_None_Regulatory T cell_Stroma"	"RCC5-22"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-22_None_Tumor_Stroma"	"RCC5-22"	"None"	"Tumor"	"Stroma"
"RCC5-22_None_Vasa recta endothelium_Stroma"	"RCC5-22"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-23_None_Capillary endothelium_Tumor"	"RCC5-23"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-23_None_CD8 T cell_Tumor"	"RCC5-23"	"None"	"CD8 T cell"	"Tumor"
"RCC5-23_None_Collecting duct cell_Tumor"	"RCC5-23"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-23_None_Fibroblast_Tumor"	"RCC5-23"	"None"	"Fibroblast"	"Tumor"
"RCC5-23_None_gdT cell_Tumor"	"RCC5-23"	"None"	"gdT cell"	"Tumor"
"RCC5-23_None_Intermediate monocyte_Tumor"	"RCC5-23"	"None"	"Intermediate monocyte"	"Tumor"
"RCC5-23_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-23"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-23_None_M2 macrophage (CD163)_Tumor"	"RCC5-23"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-23_None_Myeloid DC_Tumor"	"RCC5-23"	"None"	"Myeloid DC"	"Tumor"
"RCC5-23_None_Myofibroblast_Tumor"	"RCC5-23"	"None"	"Myofibroblast"	"Tumor"
"RCC5-23_None_Neutrophil_Tumor"	"RCC5-23"	"None"	"Neutrophil"	"Tumor"
"RCC5-23_None_NK cell_Tumor"	"RCC5-23"	"None"	"NK cell"	"Tumor"
"RCC5-23_None_Non-classical monocyte_Tumor"	"RCC5-23"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-23_None_Pelvic epithelium_Tumor"	"RCC5-23"	"None"	"Pelvic epithelium"	"Tumor"
"RCC5-23_None_Plasmacytoid dendritic cell_Tumor"	"RCC5-23"	"None"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC5-23_None_Podocyte_Tumor"	"RCC5-23"	"None"	"Podocyte"	"Tumor"
"RCC5-23_None_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC5-23"	"None"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC5-23_None_Principal cell_Tumor"	"RCC5-23"	"None"	"Principal cell"	"Tumor"
"RCC5-23_None_Proximal tubule_Tumor"	"RCC5-23"	"None"	"Proximal tubule"	"Tumor"
"RCC5-23_None_Regulatory T cell_Tumor"	"RCC5-23"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-23_None_Tumor_Tumor"	"RCC5-23"	"None"	"Tumor"	"Tumor"
"RCC5-23_None_Vasa recta endothelium_Tumor"	"RCC5-23"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-4_None_Capillary endothelium_Stroma"	"RCC5-4"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-4_None_CD8 T cell_Stroma"	"RCC5-4"	"None"	"CD8 T cell"	"Stroma"
"RCC5-4_None_Collecting duct cell_Stroma"	"RCC5-4"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-4_None_Epithelial progenitor cell_Stroma"	"RCC5-4"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-4_None_Fibroblast_Stroma"	"RCC5-4"	"None"	"Fibroblast"	"Stroma"
"RCC5-4_None_M2 macrophage (CD163)_Stroma"	"RCC5-4"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-4_None_Myeloid DC_Stroma"	"RCC5-4"	"None"	"Myeloid DC"	"Stroma"
"RCC5-4_None_Myofibroblast_Stroma"	"RCC5-4"	"None"	"Myofibroblast"	"Stroma"
"RCC5-4_None_Naive CD4 T cell_Stroma"	"RCC5-4"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-4_None_Naive T cell_Stroma"	"RCC5-4"	"None"	"Naive T cell"	"Stroma"
"RCC5-4_None_Neutrophil_Stroma"	"RCC5-4"	"None"	"Neutrophil"	"Stroma"
"RCC5-4_None_Non-classical monocyte_Stroma"	"RCC5-4"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-4_None_Podocyte_Stroma"	"RCC5-4"	"None"	"Podocyte"	"Stroma"
"RCC5-4_None_Principal cell_Stroma"	"RCC5-4"	"None"	"Principal cell"	"Stroma"
"RCC5-4_None_Proximal tubule_Stroma"	"RCC5-4"	"None"	"Proximal tubule"	"Stroma"
"RCC5-4_None_Regulatory T cell_Stroma"	"RCC5-4"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-4_None_Tumor_Stroma"	"RCC5-4"	"None"	"Tumor"	"Stroma"
"RCC5-4_None_Vasa recta endothelium_Stroma"	"RCC5-4"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-5_None_B cell_Tumor"	"RCC5-5"	"None"	"B cell"	"Tumor"
"RCC5-5_None_Capillary endothelium_Tumor"	"RCC5-5"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-5_None_CD8 T cell_Tumor"	"RCC5-5"	"None"	"CD8 T cell"	"Tumor"
"RCC5-5_None_Collecting duct cell_Tumor"	"RCC5-5"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-5_None_Fibroblast_Tumor"	"RCC5-5"	"None"	"Fibroblast"	"Tumor"
"RCC5-5_None_gdT cell_Tumor"	"RCC5-5"	"None"	"gdT cell"	"Tumor"
"RCC5-5_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-5"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-5_None_M2 macrophage (CD163)_Tumor"	"RCC5-5"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-5_None_Myeloid DC_Tumor"	"RCC5-5"	"None"	"Myeloid DC"	"Tumor"
"RCC5-5_None_Myofibroblast_Tumor"	"RCC5-5"	"None"	"Myofibroblast"	"Tumor"
"RCC5-5_None_Naive T cell_Tumor"	"RCC5-5"	"None"	"Naive T cell"	"Tumor"
"RCC5-5_None_Neutrophil_Tumor"	"RCC5-5"	"None"	"Neutrophil"	"Tumor"
"RCC5-5_None_NK cell_Tumor"	"RCC5-5"	"None"	"NK cell"	"Tumor"
